acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,song_title,artist
0.0989,0.7,0.718,0.0609,0.218,-5.882,0.0535,81.997,0.343,Slow Down,Poolside
0.000869,0.754,0.877,0,0.0576,-3.486,0.0586,132.033,0.557,I Don't Like,Chief Keef
0.148,0.327,0.654,0.00442,0.0939,-6.258,0.0364,102.532,0.262,Sleeping Ute,Grizzly Bear
0.0173,0.646,0.778,0,0.0702,-7.44,0.103,127.813,0.173,Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q
0.00991,0.486,0.526,0.158,0.0976,-9.041,0.0272,75.461,0.726,The Kids Were Wrong,Memoryhouse
0.473,0.551,0.504,0.664,0.0818,-11.166,0.0309,115.998,0.137,Walk With Me,Memoryhouse
0.0246,0.586,0.806,0.000167,0.353,-9.542,0.0548,110.325,0.207,Her Fantasy,Matthew Dear
0.00909,0.694,0.716,0.000814,0.0772,-7.468,0.0513,121.427,0.896,Der Kommissar,After The Fire
0.122,0.817,0.528,0,0.284,-6.551,0.0656,100.997,0.161,Slow Down,Clyde Carson
0.0764,0.611,0.677,0.0698,0.241,-6.745,0.034,166.04,0.233,Genesis,Grimes
0.419,0.727,0.657,0,0.0624,-5.307,0.188,82.553,0.794,About to Die,Dirty Projectors
0.229,0.485,0.793,0.784,0.406,-8.693,0.0573,131.951,0.295,Best Night,The War On Drugs
0.0413,0.52,0.872,0.725,0.161,-8.104,0.0483,111.958,0.524,Brothers,The War On Drugs
0.000105,0.399,0.761,0.0456,0.0757,-6.318,0.0334,140.084,0.244,We Own The Sky,M83
0.52,0.582,0.903,0.779,0.243,-4.505,0.0335,119.457,0.902,Chicken Half,Sugarman Three
0.0833,0.852,0.523,0,0.106,-6.716,0.032,130.154,0.648,Two Of Hearts,Stacey Q
0.0156,0.623,0.806,0.0769,0.201,-8.533,0.0352,130.049,0.847,The Perfect Kiss,New Order
0.145,0.844,0.688,0.00351,0.104,-8.594,0.291,96.671,0.747,Can I Kick It?,A Tribe Called Quest
0.0275,0.684,0.603,0.000311,0.191,-8.127,0.0989,81,0.508,Sure Thing,Miguel
0.000103,0.498,0.553,0.528,0.273,-6.193,0.0332,111.015,0.228,Kim & Jessie,M83
0.0329,0.162,0.254,0.122,0.0631,-11.251,0.0359,108.943,0.0778,Outro,M83
0.0842,0.671,0.784,0.0121,0.231,-5.514,0.0303,122.995,0.545,We Are the People,Empire of the Sun
0.597,0.792,0.387,0.000106,0.0757,-8.192,0.0464,136.996,0.677,Look At Where We Are,Hot Chip
0.0801,0.417,0.944,0.00141,0.0862,-5.192,0.0459,109.721,0.376,Don't Owe You a Thang,Gary Clark Jr.
0.0726,0.739,0.526,0,0.215,-7.384,0.101,143.948,0.374,Money Trees,Kendrick Lamar
0.203,0.791,0.916,0,0.0924,-2.009,0.178,103.709,0.62,Hood Pass Intact feat. MC Eiht,Dâm-Funk
0.00341,0.491,0.935,0.348,0.121,-4.22,0.0343,157.993,0.964,Got No Money,FIDLAR
0.0581,0.748,0.586,0,0.156,-2.554,0.0512,140.067,0.162,Birthday Song,2 Chainz
7.79E-05,0.351,0.931,0.129,0.226,-5.746,0.0539,126.394,0.604,Oh,FIDLAR
0.001,0.48,0.964,0.000273,0.131,-3.681,0.0656,98.496,0.579,No Waves,FIDLAR
3.41E-05,0.123,0.963,0.0329,0.292,-4.182,0.0543,198.04,0.68,Wake Bake Skate,FIDLAR
0.00814,0.401,0.972,0.878,0.382,-2.236,0.0886,152.839,0.405,No Ass,FIDLAR
0.00023,0.228,0.886,0.848,0.307,-3.87,0.0497,165.201,0.499,Black Out Stout,FIDLAR
0.0214,0.465,0.633,0.79,0.105,-9.493,0.0578,130.074,0.0451,Plague,Crystal Castles
0.11,0.438,0.539,0,0.143,-9.578,0.166,166.649,0.0759,Kerosene,Crystal Castles
0.0036,0.396,0.601,0.531,0.116,-9.347,0.0515,129.996,0.351,Wrath Of God,Crystal Castles
0.000183,0.596,0.628,0.00767,0.187,-7.582,0.0503,139.965,0.52,Pale Flesh,Crystal Castles
0.000964,0.276,0.766,0.858,0.15,-6.012,0.0373,158.188,0.547,Past Lives,DIIV
0.104,0.241,0.588,0.00042,0.087,-6.914,0.0313,171.882,0.506,Pictures Of Matchstick Men,Status Quo
0.000341,0.821,0.902,0.909,0.0898,-7.203,0.0542,112.98,0.269,Get Up,Craig Bratley
0.854,0.354,0.228,0.8,0.113,-10.304,0.0296,82.758,0.0745,Cloud Atlas End Title,Tom Tykwer
0.0372,0.638,0.897,0.00748,0.0691,-5.78,0.0504,133.948,0.915,Keep You,Wild Belle
0.0101,0.651,0.642,0.000186,0.0902,-4.276,0.167,88.237,0.711,Anything New,Bibio
0.0543,0.625,0.576,4.07E-05,0.187,-5.693,0.175,179.063,0.223,Adorn,Miguel
0.169,0.759,0.772,0.0687,0.0668,-8.052,0.125,89.245,0.752,Louie Louie,Toots & The Maytals
0.0175,0.726,0.664,0,0.195,-6.275,0.108,75.571,0.494,Under Mi Sensi,Barrington Levy
0.8,0.611,0.9,0.872,0.19,-10.026,0.0593,129.729,0.322,Loner,Burial
0.0845,0.865,0.549,0.158,0.081,-10.083,0.244,142.8,0.619,Murderer,Barrington Levy
0.00135,0.794,0.481,0.883,0.0833,-11.97,0.149,114.003,0.314,Space Cakes - Original,Tanner Ross
0.0193,0.614,0.677,0.518,0.108,-8.317,0.0323,126.477,0.726,"There, There",Radiohead
0.0113,0.535,0.857,0.00751,0.472,-5.2,0.0543,91.053,0.431,Nightcall,Kavinsky
0.453,0.815,0.672,0,0.112,-5.675,0.27,151.362,0.813,Jacket & Tie,Toyan
0.00104,0.595,0.794,0.00733,0.0693,-5.186,0.0345,131.619,0.685,Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones
4.06E-05,0.683,0.698,0.000113,0.058,-6.255,0.0395,125.999,0.962,All Of Me,Tanlines
0.0829,0.722,0.619,0,0.0533,-8.324,0.352,140.031,0.606,Females Welcomed (feat. Reija Lee),Trinidad James
0.0985,0.647,0.841,0,0.897,-2.507,0.164,139.963,0.886,Blueberry (Pills & Cocaine) (feat. Danny Brown),Darq E Freaker
0.000455,0.428,0.972,0.000854,0.313,-4.329,0.0514,133.064,0.48,Max Can't Surf,FIDLAR
9.19E-06,0.325,0.918,0.000288,0.276,-4.823,0.071,95.537,0.184,Wait for the Man,FIDLAR
0.074,0.912,0.781,0.762,0.348,-7.018,0.0444,119.978,0.891,Inspector Norse,Todd Terje
0.0324,0.771,0.416,0,0.111,-8.188,0.0894,131.952,0.218,Love Sosa,Chief Keef
0.00069,0.759,0.764,0.719,0.116,-7.416,0.0446,117.996,0.315,This Time Around,Softwar
0.135,0.691,0.737,0.0291,0.127,-5.758,0.0447,108.049,0.675,See Blind Through,Canyons
0.139,0.701,0.822,0.0526,0.0726,-6.13,0.0366,129.03,0.739,Vowels = space and time,Grimes
0.263,0.736,0.58,0.663,0.101,-9.643,0.0485,140.04,0.144,Be A Body,Grimes
0.131,0.564,0.912,8.05E-06,0.369,-4.718,0.143,92.054,0.582,Unchained (The Payback / Untouchable),James Brown
0.164,0.824,0.513,0,0.0487,-9.591,0.208,99.938,0.568,Stomp - Dirty,5kinAndBone5
0.0451,0.406,0.74,0.722,0.637,-7.232,0.031,92.333,0.822,Borrowed Time,Parquet Courts
0.116,0.762,0.883,0,0.3,-4.397,0.18,140.974,0.781,Young N*****,Gucci Mane
0.078,0.54,0.77,0,0.0846,-7.748,0.354,99.882,0.62,All Gold Everything,Trinidad James
0.109,0.834,0.481,0.822,0.111,-9.511,0.135,121.999,0.306,What I Might Do - Club Mix,Ben Pearce
0.00855,0.714,0.905,2.55E-05,0.146,-2.663,0.0289,125.927,0.824,I Love It (feat. Charli XCX) - Original Version,Icona Pop
0.0015,0.36,0.774,0.807,0.0996,-8.758,0.0384,80.205,0.664,Kenosha,Swearin'
0.018,0.609,0.798,8.68E-06,0.434,-4.448,0.0404,130.034,0.405,Fineshrine,Purity Ring
0.0047,0.777,0.688,0.69,0.096,-8.692,0.0681,126.019,0.18,Flow,Disclosure
0.135,0.749,0.647,0,0.142,-6.878,0.137,146.024,0.196,C'Est La Vie,Booba
0.0202,0.67,0.544,0.00792,0.14,-9.643,0.124,140.037,0.331,Caramel,Booba
0.00627,0.684,0.637,0,0.297,-6.378,0.061,140.063,0.245,O.G,Booba
0.151,0.633,0.85,0,0.0556,-5.915,0.344,97.933,0.761,HLM 3,Lunatic
0.049,0.594,0.77,0.9,0.103,-7.082,0.0629,125.987,0.14,The Mighty Ming - Original Club Mix,Funkagenda
0.0119,0.473,0.794,0.00218,0.418,-5.151,0.0462,139.313,0.293,Harlem Shake,Baauer
0.00207,0.931,0.606,0.461,0.092,-8.366,0.269,94.018,0.865,Purp Walk,Lunice
0.432,0.744,0.685,0,0.319,-8.332,0.34,87.675,0.56,Do You Like It? (Feat. Kool A.D),Chaz Van Queen
0.0452,0.752,0.783,0,0.194,-7.507,0.151,159.912,0.611,Gucci On The Rise,Gucci Mane
0.00469,0.821,0.469,0,0.141,-7.152,0.0473,132.002,0.321,Hate Bein' Sober,Chief Keef
0.00271,0.908,0.513,0,0.141,-5.318,0.0973,130.047,0.256,Traffic,Lil Reese
0.0401,0.636,0.702,0,0.105,-5.437,0.0743,125.998,0.471,Hold Me Back,Rick Ross
0.239,0.839,0.583,0,0.262,-5.941,0.268,87.99,0.557,Oldie,Odd Future
0.0425,0.79,0.531,0,0.266,-6.968,0.197,86.306,0.498,Started From the Bottom,Drake
0.0596,0.787,0.81,0.125,0.625,-7.822,0.0993,77.505,0.606,Dum Dum,Baauer
0.000451,0.603,0.978,0.493,0.404,-1.367,0.186,150.072,0.496,Higher - Extended,Just Blaze and Baauer
0.00402,0.937,0.67,0,0.108,-6.149,0.107,136.029,0.592,"Gone, Gone",Juicy J
0.0912,0.748,0.703,0.0036,0.0635,-11.869,0.0663,110.615,0.618,Rock Creek Park,The Blackbyrds
0.00741,0.727,0.235,0.0159,0.0769,-20.263,0.16,127.16,0.59,Leaving Babylon,Bad Brains
0.000117,0.857,0.948,0.816,0.317,-6.901,0.204,140.002,0.669,Trap Shit V7,UZ
0.0295,0.793,0.978,0.0331,0.0764,-9.229,0.0648,124.922,0.711,Good Life - Original 12'' Mix,Inner City
0.0492,0.738,0.808,0.734,0.036,-9.772,0.0522,120.248,0.816,Big Fun - Original 12'' Mix,Inner City
0.00905,0.864,0.86,0,0.183,-1.92,0.178,140.029,0.883,Piss Test (feat. Juicy J & Dany Brown),A-Trak
0.0234,0.688,0.457,0,0.127,-9.86,0.0338,109.278,0.645,Can't Seem To Make You Mine,Sky Saxon & The Seeds
0.423,0.786,0.525,0.461,0.0876,-8.271,0.0388,128.014,0.43,Borderline,Classixx
0.00201,0.734,0.686,0.11,0.0408,-9.781,0.0761,128.021,0.543,Elevate - Q45 Remix,Toni Toni Lee
0.0196,0.765,0.891,0.0145,0.0293,-6.43,0.0514,126.99,0.564,With You (feat. Alexis Taylor),Carte Blanche (feat. Alexis Taylor)
0.00263,0.725,0.798,2.14E-06,0.0791,-6.75,0.162,124.045,0.72,Can't Shake This Feeling,Grum
0.014,0.962,0.592,0.642,0.134,-11.716,0.108,130.684,0.361,Check Me Out Like,Blaqstarr
0.00167,0.845,0.455,5.97E-05,0.0414,-5.209,0.0693,119.987,0.832,Second Summer,YACHT
0.000321,0.5,0.95,0.0293,0.382,-4.333,0.0677,120.038,0.298,Demon To Lean On,Wavves
0.0537,0.648,0.547,0.0439,0.0826,-6.547,0.0245,141.378,0.851,Walk In The Park,Beach House
0.00576,0.77,0.69,0.0107,0.0684,-4.903,0.0977,118.989,0.721,Reckless (With Your Love),Azari & III
3.13E-05,0.61,0.907,0.698,0.23,-5.857,0.0384,112.007,0.397,Reckless (With Your Love) - Tensnake Remix,Azari & III
0.00318,0.663,0.877,0.00217,0.124,-3.37,0.0538,135.989,0.396,Never Be Your Woman (Shy FX Radio Edit) [feat. Emeli Sandé],Wiley
0.000548,0.831,0.373,0.000362,0.1,-6.896,0.157,96.115,0.356,(Bonus) Break Her Down,Iamsu!
0.0482,0.653,0.817,0,0.157,-5.077,0.239,135.345,0.493,Molly Ringwald,Danny Brown
8.34E-05,0.72,0.748,0,0.11,-7.607,0.447,182.064,0.555,8 Feet Tall,Problem
0.769,0.808,0.593,2.07E-06,0.111,-9.395,0.344,89.876,0.88,36 Chamber Flow,Flatbush Zombies
0.0302,0.798,0.481,0,0.128,-10.488,0.314,127.136,0.64,Trill Hoe,Western Tink
0.00706,0.586,0.915,0.236,0.192,-6.264,0.031,117.99,0.747,Saturday Love,Toro y Moi
0.15,0.695,0.615,0.000212,0.0879,-5.325,0.042,124.015,0.425,Sweater Weather,The Neighbourhood
0.00749,0.587,0.784,0.0126,0.264,-4.878,0.0469,139.99,0.13,Oh My - Club Mix,The Partysquad
0.0765,0.675,0.862,0.000609,0.364,-5.309,0.0501,124.982,0.819,Saltkin,Purity Ring
0.116,0.671,0.73,0.000356,0.201,-6.773,0.0369,112.011,0.302,Lofticries,Purity Ring
0.00221,0.632,0.793,0,0.171,-4.171,0.102,189.992,0.393,Get It In,Iamsu!
0.0106,0.774,0.92,0.433,0.146,-4.213,0.25,128.97,0.223,My Bad - Club Mix,The Partysquad
0.0415,0.941,0.685,0,0.08,-5.24,0.0752,97.524,0.695,I'm Different,2 Chainz
0.0426,0.794,0.811,1.07E-06,0.101,-8.966,0.038,116.047,0.865,Get Lucky - Radio Edit,Daft Punk
0.0436,0.805,0.634,0,0.0579,-7.759,0.0535,143.944,0.76,Had A Dream,EMP DASME
0.00584,0.394,0.669,0,0.334,-4.461,0.056,169.929,0.195,Recover,CHVRCHES
0.0347,0.635,0.459,0.000184,0.077,-7.59,0.0491,114.865,0.345,Now Is Not the Time,CHVRCHES
0.00116,0.669,0.765,0,0.312,-7.885,0.051,131.946,0.163,MDA,Problem
0.0637,0.742,0.912,0,0.599,-1.188,0.13,137.975,0.562,Pop That,French Montana
0.244,0.624,0.752,0,0.131,-5.43,0.121,134.021,0.862,Young & Gettin' It - feat. Kirko Bangz,Meek Mill
0.45,0.622,0.628,0,0.251,-9.964,0.243,144.812,0.304,Best Wishes,Iamsu!
0.121,0.719,0.66,0,0.127,-8.22,0.0829,119.996,0.357,Kids,Iamsu!
0.000478,0.525,0.8,0.429,0.319,-11.484,0.122,80.032,0.52,Levitate,Paper Diamond
0.14,0.525,0.538,0.117,0.095,-9.366,0.0783,175.953,0.791,Get Free (feat. Amber of Dirty Projectors),Major Lazer
0.000373,0.472,0.855,0.93,0.887,-6.937,0.069,154.908,0.166,Balance,Future Islands
0.00417,0.9,0.929,2.04E-05,0.524,-0.718,0.148,129.991,0.566,The Lion - Original Mix,The Partysquad
0.000839,0.802,0.586,0.0212,0.0587,-6.245,0.103,128.011,0.407,For Your Love - Club Edit,The Partysquad
0.000423,0.723,0.669,0.936,0.0751,-5.026,0.0582,126.013,0.156,For Your Love - Olav Basoski Remix,The Partysquad
0.284,0.797,0.508,0.00859,0.356,-8.154,0.0455,118.032,0.958,Slippin’,Quadron
0.00255,0.869,0.426,0.534,0.113,-8.187,0.202,127.059,0.457,Take You On,Peaches
0.0302,0.756,0.595,1.98E-06,0.146,-6.924,0.0333,130.031,0.0681,One of Those Nights,Juicy J
0.0267,0.821,0.793,1.37E-05,0.0751,-9.003,0.0391,116.009,0.91,Get Lucky - Daft Punk Remix,Daft Punk
0.000891,0.806,0.772,0.864,0.101,-14.369,0.0856,125.325,0.436,No Way Back,Adonis
0.152,0.702,0.504,5.11E-06,0.22,-16.794,0.342,121.374,0.794,Ride The Rhythm,On The House featuring Marshall Jefferson
0.0956,0.646,0.929,1.12E-06,0.159,-1.501,0.194,128.995,0.229,Move Your Body - Extended Mix,Benny Benassi
0.000736,0.491,0.883,3.19E-05,0.369,-4.986,0.0306,131.75,0.516,Rockin' In The Free World,Neil Young
0.028,0.291,0.901,0.627,0.116,-2.327,0.0563,150.052,0.511,Feels Like We Only Go Backwards,Tame Impala
0.274,0.683,0.776,0.0748,0.0885,-7.029,0.0754,126.18,0.667,Half Full Glass of Wine,Tame Impala
0.00845,0.799,0.605,0.0143,0.485,-10.011,0.286,194.055,0.378,"Bubble Butt [Radio Mix] [feat. Bruno Mars, 2 Chainz, Tyga & Mystic]",Major Lazer
0.00968,0.836,0.817,0,0.114,-5.672,0.0677,112.007,0.658,Wop (Official Version),J. Dash
0.0613,0.931,0.415,0,0.059,-8.491,0.293,97.995,0.614,Don’t Drop That Thun Thun,Finatticz
0.00579,0.683,0.989,0.00108,0.0964,-2.092,0.0616,91.558,0.78,Give It Away,Red Hot Chili Peppers
0.0472,0.379,0.782,0.748,0.265,-8.163,0.0358,101.698,0.529,Wakin on a Pretty Day,Kurt Vile
0.000289,0.771,0.949,0.602,0.595,-4.712,0.175,111.959,0.372,Hulk (Dillon Francis Remix),Clockwork
0.000183,0.695,0.792,0.439,0.0638,-4.595,0.0328,112.008,0.424,Dill the Noise,Dillon Francis and Kill The Noise
0.000258,0.375,0.804,0.694,0.322,-5.673,0.0372,154.066,0.394,Dead Sound,The Raveonettes
0.00533,0.421,0.8,0.332,0.381,-5.85,0.303,189.935,0.0951,Rvtchet Bitch,Brillz & Teddy Tuxedo
0.0216,0.886,0.474,0,0.088,-8.045,0.274,150.068,0.823,Swing,Savage
0.0597,0.65,0.985,0.325,0.36,-3.406,0.133,153.009,0.667,You & Me - Baauer Remix,Disclosure
0.0155,0.76,0.944,0.85,0.363,-3.793,0.0733,123.985,0.294,Next Order,Dog Blood
0.0645,0.824,0.883,0.0707,0.409,-2.715,0.108,127.989,0.846,It's You,Duck Sauce
0.0553,0.482,0.72,2.07E-06,0.461,-6.812,0.271,90.999,0.222,m.A.A.d city,Kendrick Lamar
0.00778,0.786,0.604,0,0.102,-8.372,0.0614,140.054,0.502,Bounce It,Juicy J
0.00842,0.853,0.578,0,0.095,-4.897,0.2,98.027,0.566,Pu$$y Magnet (feat. Keayshawn),Roach Gigz
0.315,0.794,0.82,0,0.531,-5.214,0.152,140.042,0.821,Fashion Killa,A$AP Rocky
0.114,0.725,0.661,0,0.291,-3.903,0.131,127.82,0.432,I Wanna Be With You,DJ Khaled
0.025,0.854,0.46,0,0.128,-9.71,0.14,97.512,0.492,Gas Pedal (feat. IamSu),Sage The Gemini
0.436,0.862,0.364,0,0.0688,-9.727,0.137,97.51,0.766,Red Nose,Sage The Gemini
0.461,0.432,0.703,0,0.779,-3.845,0.332,187.302,0.675,"U.O.E.N.O. Remix (feat. Future, Wiz Khalifa)",Rocko
0.0235,0.847,0.713,0,0.331,-3.89,0.241,132.063,0.338,VERSACE,Flap Jack
0.444,0.654,0.794,0,0.127,-4.307,0.322,96.973,0.464,Strictly 4 My Jeeps,Action Bronson
0.000134,0.701,0.914,0.000137,0.169,-4.463,0.129,123.966,0.372,The Giver - Original Mix,Duke Dumont
0.00264,0.844,0.728,0.865,0.0544,-6.805,0.0582,124.297,0.635,Lean & Bounce,Duke Dumont
0.155,0.582,0.884,0,0.0725,-5.635,0.166,150.195,0.67,Swishas and Dosha - Main Version - Clean,UGK
0.0352,0.697,0.682,0,0.664,-9.022,0.219,155.742,0.672,Players Anthem,UGK
0.003,0.766,0.453,3.49E-05,0.0923,-6.651,0.067,100.002,0.346,"Hold On, We're Going Home",Drake
0.426,0.872,0.541,0.000789,0.132,-5.911,0.103,95.971,0.653,Living,2 Chainz
0.0152,0.621,0.813,0,0.691,-3.59,0.158,141.91,0.524,Taylor Gang - Bonus Track,Wiz Khalifa
0.311,0.675,0.617,0,0.19,-7.74,0.256,140.124,0.508,I'm A Martian,Brian Pumper
0.104,0.689,0.879,0.0376,0.49,-4.03,0.0978,170.036,0.544,The Drop,Bro Safari
0.011,0.63,0.664,0.082,0.105,-7.245,0.172,179.955,0.231,Drippin,MiM0SA
0.00246,0.514,0.75,0.0285,0.139,-7.847,0.028,86.018,0.551,Heaven,TR/ST
0.0557,0.599,0.677,0.00018,0.434,-6.328,0.0314,126.012,0.108,I Need You,Glass Figure
0.0281,0.64,0.888,8.01E-05,0.0584,-5.251,0.169,87.93,0.664,From Nowhere,Dan Croll
0.475,0.599,0.533,0.00153,0.235,-14.032,0.0472,122.262,0.609,I Follow Rivers,Lykke Li
0.356,0.667,0.901,0.00393,0.0774,-3.719,0.0275,140.026,0.824,L'Amour Parfait,Yelle
0.109,0.742,0.77,0.0239,0.104,-6.339,0.0514,96.988,0.687,Northern Lights,Kate Boy
0.0938,0.874,0.704,0,0.409,-6.27,0.102,119.954,0.444,Shabba,A$AP Ferg
0.152,0.726,0.834,0.683,0.0845,-5.564,0.0565,130.04,0.574,Work,A$AP Ferg
0.0247,0.834,0.732,0,0.112,-5.121,0.138,130.011,0.308,Work REMIX,A$AP Ferg
0.00469,0.712,0.865,0.0412,0.121,-6.411,0.083,113.015,0.831,The Way We Are,Kate Boy
0.422,0.422,0.641,0,0.317,-4.947,0.323,187.027,0.668,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko
0.268,0.651,0.773,0,0.172,-6.855,0.262,129.882,0.418,Now You Do,A-1
0.00142,0.728,0.77,0.229,0.603,-4.945,0.0426,108.991,0.668,Holding On - Jerome LOL Remix,Classixx
0.0296,0.907,0.643,0.0265,0.105,-8.657,0.0549,124.909,0.363,Music Is the Answer - Original Extended 12-Inch Mix,Celeda
0.00255,0.855,0.898,2.95E-05,0.0563,-3.863,0.061,135.965,0.525,Test Me - UZ Remix,Flosstradamus & DJ Sliink
0.000901,0.769,0.792,0,0.385,-4.086,0.111,136.021,0.323,Test Me,Flosstradamus & DJ Sliink
0.00525,0.7,0.675,0,0.657,-6.362,0.149,124.882,0.227,No New Friends - SFTB Remix,DJ Khaled
0.0215,0.825,0.489,0,0.111,-9.32,0.263,96.99,0.424,R.I.P.,Jeezy
0.015,0.607,0.913,0.118,0.164,-6.822,0.069,124.677,0.517,Baby Blue,Badfinger
0.0193,0.751,0.882,0,0.15,-5.605,0.0819,140.103,0.657,Dip,Danny Brown
0.32,0.723,0.848,0,0.144,-7.11,0.0833,116.021,0.261,25 Bucks [feat. Purity Ring],Danny Brown
0.00152,0.626,0.888,0.0551,0.243,-4.981,0.0461,126.976,0.728,Fascism,Sam Sparro
0.00723,0.743,0.633,0,0.246,-8.224,0.235,85.041,0.398,Marc Jacobs,Riff Raff
0.224,0.752,0.767,0.931,0.0833,-8.022,0.0469,117.973,0.564,One Of Us - Original Mix,Iron Galaxy & Sexlife
0.000768,0.66,0.763,0.0389,0.0637,-6.832,0.0636,137.932,0.661,Can We Go Up?,Paper Diamond
0.00144,0.211,0.963,0.000732,0.162,-4.061,0.118,128.113,0.395,This Lonely Morning,Best Coast
0.0252,0.528,0.514,0.0894,0.0725,-11.909,0.133,122.872,0.428,Time Has Come Today,The Chambers Brothers
4.91E-05,0.442,0.797,0.293,0.0749,-7.352,0.0349,135.018,0.274,Sad Eyes,Crystal Castles
0.0468,0.876,0.716,0.000482,0.0667,-6.884,0.135,131.942,0.758,Wearing My Rolex - Radio Edit,Wiley
0.00174,0.67,0.848,0.00168,0.385,-5.103,0.0537,124.029,0.46,Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont
0.268,0.237,0.89,0.843,0.122,-7.445,0.0599,169.792,0.308,Stoned and Starving,Parquet Courts
0.0438,0.59,0.721,0.0155,0.352,-8.32,0.0317,111.524,0.663,Reflektor,Arcade Fire
0.000334,0.907,0.616,0.425,0.11,-7.073,0.0577,124.036,0.614,Jack,Breach
0.0175,0.764,0.547,0.000161,0.23,-8.6,0.0576,89.993,0.404,Tennis Court,Lorde
0.0426,0.667,0.465,0.00649,0.465,-8.096,0.0339,123.883,0.338,Primetime (feat. Miguel),Janelle Monáe
0.00349,0.772,0.407,2.40E-05,0.0705,-7.442,0.0907,100.006,0.287,"Hold On, We're Going Home",Drake
0.717,0.345,0.313,0.000822,0.1,-10.098,0.0681,207.969,0.166,Hannah Hunt,Vampire Weekend
0.0151,0.502,0.732,0.000119,0.0897,-5.45,0.168,122.025,0.529,Latch,Disclosure
0.03,0.35,0.844,0,0.177,-4.161,0.0438,114.64,0.107,Play by Play,Autre Ne Veut
0.344,0.69,0.737,0,0.243,-4.123,0.0363,115.02,0.821,I Blame Myself,Sky Ferreira
0.278,0.716,0.568,1.98E-06,0.385,-8.904,0.212,136.894,0.915,Sunday,Earl Sweatshirt
0.591,0.624,0.724,7.79E-06,0.101,-7.113,0.101,78.008,0.62,Step,Vampire Weekend
0.189,0.74,0.798,0.00128,0.305,-6.55,0.146,119.964,0.574,You're Not Good Enough,Blood Orange
0.0543,0.81,0.949,0.957,0.155,-8.732,0.0428,121.971,0.778,Strandbar (disko),Todd Terje
0.886,0.574,0.324,0.0817,0.28,-10.993,0.0307,91.007,0.226,Open,Rhye
0.076,0.741,0.894,4.89E-05,0.0835,-5.648,0.069,111.969,0.31,Falling,HAIM
0.00963,0.667,0.848,0.000213,0.317,-6.164,0.05,119.975,0.895,White Noise,Disclosure
0.000195,0.122,0.913,0.713,0.269,-5.815,0.0499,185.906,0.0957,Bumpy Road,Destruction Unit
0.0715,0.869,0.712,0,0.272,-6.136,0.103,120,0.458,Shabba,A$AP Ferg
0.0246,0.841,0.733,0,0.174,-5.077,0.142,130.009,0.291,Work REMIX,A$AP Ferg
0.0116,0.816,0.543,0,0.13,-6.923,0.238,95.04,0.373,Dope,Tyga
0.649,0.288,0.394,0.712,0.145,-14.352,0.0399,151.632,0.0733,Here Comes The Night Time II,Arcade Fire
0.0392,0.57,0.742,0.177,0.0993,-12.475,0.0366,127.193,0.039,Warm In The Winter,Glass Candy
0.00626,0.807,0.634,0.0288,0.0442,-9.035,0.0727,94.242,0.674,Don't Let It Get to Your Head,Black Harmony
0.0086,0.656,0.787,0.0923,0.376,-5.01,0.043,94.495,0.0933,We Fall Down,ASTR
0.0152,0.333,0.789,0,0.0639,-5.784,0.0782,82.66,0.338,R U With Me,ASTR
0.064,0.652,0.744,2.87E-05,0.342,-4.098,0.0378,123.006,0.488,Blue Hawaii,ASTR
0.000986,0.771,0.857,0.0161,0.323,-6.114,0.102,108.03,0.66,Razor,ASTR
0.949,0.619,0.324,5.42E-05,0.114,-10.146,0.0271,111.927,0.0968,Stay,Rihanna
0.000483,0.701,0.829,0.00223,0.14,-5.749,0.0513,132.349,0.501,The Sound Of San Francisco - Progressive Album Mix,Global Deejays
0.503,0.683,0.478,5.26E-05,0.113,-12.501,0.0356,115.121,0.771,Sunshine Of Your Love,Cream
0.364,0.507,0.63,0.0127,0.293,-8.746,0.0355,130.141,0.559,Somebody to Love,Jefferson Airplane
0.514,0.529,0.645,0.00821,0.113,-8.158,0.0265,112.575,0.464,San Francisco (Be Sure to Wear Flowers In Your Hair) - Single Version,Scott McKenzie
0.351,0.561,0.329,0.0311,0.116,-12.68,0.0282,105.029,0.297,White Rabbit,Jefferson Airplane
0.000294,0.827,0.462,0.543,0.0886,-10.673,0.0623,123.994,0.341,Pleasure Power (DJ Smash Disco Remix),Afrolicious
0.134,0.359,0.662,0,0.0907,-2.843,0.0466,152.096,0.296,Bound 2,Kanye West
0.00969,0.589,0.621,0.00104,0.181,-6.902,0.0468,140.03,0.398,Drunk in Love,Beyoncé
7.59E-05,0.597,0.839,0.825,0.55,-6.964,0.0377,108.993,0.199,Viol - Original Mix,Gesaffelstein
0.00778,0.677,0.64,0.477,0.093,-6.408,0.0428,110.639,0.912,Good Mistake,Mr Little Jeans
0.0261,0.556,0.722,0.0163,0.166,-9.541,0.0475,130.028,0.508,Runaway,Mr Little Jeans
0.0416,0.348,0.856,0,0.203,-3.216,0.0979,188.046,0.261,Fall In Love,Phantogram
